Gene	Gene_Name	Log10_Pvalue	Log_fold_change
ENSG00000170619	COMMD5	-10.552	0.436
ENSG00000140740	UQCRC2	-15.945	0.436
ENSG00000175701	LINC00116	-5.810	0.436
ENSG00000198886	MT-ND4	-8.314	0.435
ENSG00000162244	RPL29	-10.590	0.434
ENSG00000237289	CKMT1B	-6.281	0.434
ENSG00000183684	ALYREF	-12.050	0.434
ENSG00000185834	RPL12P4	-2.827	0.433
ENSG00000144021	CIAO1	-13.850	0.433
ENSG00000182774	RPS17	-9.418	0.433
ENSG00000071462	WBSCR22	-13.268	0.433
ENSG00000167088	SNRPD1	-13.915	0.432
ENSG00000154174	TOMM70	-12.878	0.432
ENSG00000154380	ENAH	-16.927	0.432
ENSG00000078070	MCCC1	-5.586	0.431
ENSG00000041880	PARP3	-5.522	0.431
ENSG00000130193	THEM6	-5.909	0.431
ENSG00000134905	CARS2	-17.287	0.430
ENSG00000106077	ABHD11	-5.830	0.429
ENSG00000125166	GOT2	-16.041	0.428
ENSG00000082516	GEMIN5	-9.200	0.428
ENSG00000148824	MTG1	-1.833	0.428
ENSG00000168827	GFM1	-13.270	0.428
ENSG00000155329	ZCCHC10	-4.334	0.428
ENSG00000156521	TYSND1	-9.502	0.428
ENSG00000073050	XRCC1	-8.820	0.428
ENSG00000119616	FCF1	-8.461	0.428
ENSG00000128311	TST	-3.565	0.427
ENSG00000149503	INCENP	-5.398	0.427
ENSG00000175906	ARL4D	-12.536	0.426
ENSG00000204634	TBC1D8	-8.601	0.426
ENSG00000113161	HMGCR	-17.590	0.426
ENSG00000243943	ZNF512	-3.959	0.426
ENSG00000111845	PAK1IP1	-6.046	0.426
ENSG00000167325	RRM1	-14.154	0.426
ENSG00000165688	PMPCA	-12.851	0.425
ENSG00000189403	HMGB1	-16.314	0.425
ENSG00000120837	NFYB	-6.380	0.424
ENSG00000229644	NAMPTP1	-4.424	0.424
ENSG00000213740	SERBP1P1	-3.845	0.424
ENSG00000188243	COMMD6	-2.525	0.423
ENSG00000114631	PODXL2	-5.194	0.422
ENSG00000104613	INTS10	-14.047	0.422
ENSG00000137074	APTX	-8.466	0.422
ENSG00000234743	EIF5AP4	-2.010	0.422
ENSG00000123416	TUBA1B	-12.866	0.422
ENSG00000131844	MCCC2	-12.215	0.422
ENSG00000241484	ARHGAP8	-1.656	0.421
ENSG00000136643	RPS6KC1	-7.233	0.419
ENSG00000165752	STK32C	-2.896	0.419
ENSG00000129932	DOHH	-4.595	0.419
ENSG00000068745	IP6K2	-16.175	0.418
ENSG00000103423	DNAJA3	-12.908	0.417
ENSG00000136111	TBC1D4	-5.584	0.417
ENSG00000213430	HSPD1P1	-3.791	0.417
ENSG00000099284	H2AFY2	-4.929	0.416
ENSG00000125691	RPL23	-10.351	0.416
ENSG00000128609	NDUFA5	-8.722	0.415
ENSG00000082068	WDR70	-5.765	0.415
ENSG00000087263	OGFOD1	-14.168	0.414
ENSG00000123297	TSFM	-6.600	0.414
ENSG00000105671	DDX49	-10.680	0.414
ENSG00000101464	PIGU	-7.362	0.414
ENSG00000183011	NAA38	-7.135	0.414
ENSG00000072506	HSD17B10	-10.345	0.414
ENSG00000173436	MINOS1	-5.257	0.414
ENSG00000127884	ECHS1	-12.202	0.413
ENSG00000130638	ATXN10	-11.807	0.413
ENSG00000214784	AC010468.1	-3.704	0.413
ENSG00000127838	PNKD	-6.526	0.412
ENSG00000156502	SUPV3L1	-8.125	0.411
ENSG00000119650	IFT43	-3.077	0.411
ENSG00000109475	RPL34	-10.097	0.410
ENSG00000161547	SRSF2	-13.155	0.410
ENSG00000125863	MKKS	-11.620	0.410
ENSG00000125871	MGME1	-8.545	0.410
ENSG00000140365	COMMD4	-8.302	0.410
ENSG00000175197	DDIT3	-3.815	0.410
ENSG00000124784	RIOK1	-8.063	0.409
ENSG00000151461	UPF2	-10.247	0.409
ENSG00000147164	SNX12	-9.670	0.409
ENSG00000070814	TCOF1	-9.354	0.409
ENSG00000104687	GSR	-9.021	0.408
ENSG00000183648	NDUFB1	-8.391	0.408
ENSG00000145041	DCAF1	-8.665	0.408
ENSG00000129255	MPDU1	-9.793	0.407
ENSG00000162366	PDZK1IP1	-4.770	0.407
ENSG00000037241	RPL26L1	-6.774	0.406
ENSG00000135446	CDK4	-14.710	0.406
ENSG00000163956	LRPAP1	-14.571	0.406
ENSG00000095319	NUP188	-7.378	0.406
ENSG00000168701	TMEM208	-4.646	0.406
ENSG00000147364	FBXO25	-7.586	0.405
ENSG00000138399	FASTKD1	-4.631	0.404
ENSG00000137124	ALDH1B1	-11.234	0.404
ENSG00000078674	PCM1	-13.100	0.403
ENSG00000221930	FAM45BP	-1.650	0.403
ENSG00000204899	MZT1	-5.603	0.402
ENSG00000041357	PSMA4	-10.768	0.402
ENSG00000043514	TRIT1	-4.768	0.402
ENSG00000230311	TOMM20P4	-1.990	0.402
ENSG00000100348	TXN2	-11.407	0.401
ENSG00000119013	NDUFB3	-9.198	0.401
ENSG00000105364	MRPL4	-10.699	0.401
ENSG00000160785	SLC25A44	-8.724	0.401
ENSG00000152683	SLC30A6	-6.020	0.401
ENSG00000230202	RP11-632C17__A.1	-2.710	0.401
ENSG00000126267	COX6B1	-9.099	0.401
ENSG00000086827	ZW10	-5.394	0.400
ENSG00000147416	ATP6V1B2	-12.425	0.398
ENSG00000145833	DDX46	-13.120	0.398
ENSG00000120656	TAF12	-7.956	0.398
ENSG00000204389	HSPA1A	-5.836	0.398
ENSG00000127922	SHFM1	-10.020	0.398
ENSG00000183617	MRPL54	-6.893	0.397
ENSG00000196655	TRAPPC4	-8.131	0.397
ENSG00000125356	NDUFA1	-9.351	0.397
ENSG00000104341	LAPTM4B	-13.449	0.397
ENSG00000179094	PER1	-10.728	0.396
ENSG00000105821	DNAJC2	-10.343	0.395
ENSG00000211460	TSN	-6.633	0.395
ENSG00000063244	U2AF2	-12.829	0.395
ENSG00000164902	PHAX	-10.054	0.395
ENSG00000124193	SRSF6	-13.895	0.395
ENSG00000100632	ERH	-11.889	0.395
ENSG00000152990	ADGRA3	-11.728	0.394
ENSG00000143158	MPC2	-8.974	0.394
ENSG00000113013	HSPA9	-14.898	0.393
ENSG00000173230	GOLGB1	-9.279	0.393
ENSG00000196072	BLOC1S2	-8.923	0.392
ENSG00000177971	IMP3	-10.632	0.392
ENSG00000154719	MRPL39	-4.304	0.391
ENSG00000135829	DHX9	-13.599	0.391
ENSG00000056586	RC3H2	-8.374	0.390
ENSG00000241741	RPL7AP30	-3.165	0.390
ENSG00000136943	CTSV	-2.914	0.389
ENSG00000164039	BDH2	-4.990	0.389
ENSG00000173163	COMMD1	-4.171	0.388
ENSG00000204371	EHMT2	-4.272	0.388
ENSG00000178035	IMPDH2	-13.004	0.388
ENSG00000196154	S100A4	-3.610	0.387
ENSG00000173145	NOC3L	-4.879	0.387
ENSG00000167553	TUBA1C	-12.332	0.387
ENSG00000175793	SFN	-14.489	0.387
ENSG00000230207	RPL4P5	-4.526	0.387
ENSG00000125249	RAP2A	-10.223	0.387
ENSG00000146833	TRIM4	-11.479	0.386
ENSG00000144746	ARL6IP5	-10.154	0.385
ENSG00000171262	FAM98B	-4.025	0.385
ENSG00000137574	TGS1	-8.034	0.385
ENSG00000203760	CENPW	-2.965	0.385
ENSG00000184178	SCFD2	-5.983	0.384
ENSG00000172046	USP19	-10.318	0.384
ENSG00000006625	GGCT	-7.606	0.384
ENSG00000109436	TBC1D9	-6.640	0.384
ENSG00000168273	SMIM4	-2.615	0.383
ENSG00000182923	CEP63	-6.649	0.383
ENSG00000017260	ATP2C1	-9.550	0.383
ENSG00000232573	RPL3P4	-8.065	0.382
ENSG00000123178	SPRYD7	-5.351	0.382
ENSG00000161618	ALDH16A1	-5.330	0.381
ENSG00000104325	DECR1	-12.025	0.381
ENSG00000101844	ATG4A	-2.890	0.381
ENSG00000196504	PRPF40A	-10.512	0.381
ENSG00000275052	PPP4R3B	-10.764	0.379
ENSG00000087087	SRRT	-9.905	0.378
ENSG00000023228	NDUFS1	-14.215	0.378
ENSG00000124444	ZNF576	-3.974	0.378
ENSG00000172466	ZNF24	-10.114	0.378
ENSG00000073614	KDM5A	-8.187	0.378
ENSG00000137713	PPP2R1B	-7.406	0.378
ENSG00000214389	RPS3AP26	-3.224	0.377
ENSG00000129518	EAPP	-5.053	0.377
ENSG00000118705	RPN2	-13.115	0.377
ENSG00000132300	PTCD3	-8.392	0.377
ENSG00000073282	TP63	-11.258	0.377
ENSG00000173141	MRPL57	-5.516	0.376
ENSG00000100294	MCAT	-3.288	0.376
ENSG00000136783	NIPSNAP3A	-4.324	0.375
ENSG00000108349	CASC3	-8.963	0.375
ENSG00000122406	RPL5	-10.131	0.375
ENSG00000164615	CAMLG	-12.658	0.375
ENSG00000152234	ATP5A1	-12.974	0.375
ENSG00000104824	HNRNPL	-12.114	0.375
ENSG00000008394	MGST1	-9.649	0.374
ENSG00000144455	SUMF1	-5.282	0.374
ENSG00000112081	SRSF3	-11.038	0.374
ENSG00000163684	RPP14	-3.678	0.374
ENSG00000077152	UBE2T	-4.514	0.374
ENSG00000170606	HSPA4	-13.435	0.373
ENSG00000055044	NOP58	-12.569	0.373
ENSG00000108312	UBTF	-11.607	0.373
ENSG00000172809	RPL38	-8.432	0.373
ENSG00000135972	MRPS9	-7.185	0.373
ENSG00000177606	JUN	-5.312	0.373
ENSG00000120008	WDR11	-11.222	0.373
ENSG00000197958	RPL12	-8.468	0.372
ENSG00000167378	IRGQ	-4.247	0.371
ENSG00000115289	PCGF1	-3.849	0.371
ENSG00000097021	ACOT7	-11.515	0.371
ENSG00000112378	PERP	-14.232	0.371
ENSG00000137040	RANBP6	-5.702	0.371
ENSG00000124380	SNRNP27	-3.806	0.371
ENSG00000244716	RP11-20O24.4	-5.119	0.371
ENSG00000226525	RPS7P10	-5.721	0.370
ENSG00000153015	CWC27	-4.177	0.370
ENSG00000111615	KRR1	-7.186	0.370
ENSG00000049541	RFC2	-5.447	0.370
ENSG00000203705	TATDN3	-4.249	0.370
ENSG00000115053	NCL	-14.802	0.369
ENSG00000101019	UQCC1	-9.844	0.369
ENSG00000173409	ARV1	-7.792	0.369
ENSG00000255302	EID1	-7.717	0.369
ENSG00000143420	ENSA	-11.492	0.369
ENSG00000167315	ACAA2	-11.442	0.369
ENSG00000136942	RPL35	-7.561	0.368
ENSG00000229807	XIST	-2.705	0.368
ENSG00000239559	RPL37P2	-2.239	0.367
ENSG00000103035	PSMD7	-11.672	0.367
ENSG00000137216	TMEM63B	-7.973	0.367
ENSG00000197019	SERTAD1	-8.273	0.366
ENSG00000166562	SEC11C	-4.771	0.366
ENSG00000024048	UBR2	-7.763	0.366
ENSG00000109016	DHRS7B	-2.870	0.366
ENSG00000114391	RPL24	-7.809	0.365
ENSG00000161016	RPL8	-8.641	0.365
ENSG00000166165	CKB	-2.417	0.365
ENSG00000182154	MRPL41	-6.746	0.365
ENSG00000163510	CWC22	-5.071	0.365
ENSG00000198034	RPS4X	-8.316	0.365
ENSG00000103502	CDIPT	-11.344	0.364
ENSG00000100347	SAMM50	-11.518	0.364
ENSG00000167863	ATP5H	-8.583	0.364
ENSG00000181524	RPL24P4	-6.670	0.363
ENSG00000140350	ANP32A	-12.243	0.363
ENSG00000227939	RPL3P2	-1.993	0.361
ENSG00000158417	EIF5B	-10.936	0.361
ENSG00000136875	PRPF4	-8.028	0.360
ENSG00000171421	MRPL36	-4.746	0.360
ENSG00000184182	UBE2F	-7.278	0.360
ENSG00000001497	LAS1L	-9.747	0.359
ENSG00000143319	ISG20L2	-11.826	0.359
ENSG00000167702	KIFC2	-4.525	0.359
ENSG00000137970	RPL7P9	-5.639	0.359
ENSG00000198087	CD2AP	-6.784	0.359
ENSG00000166855	CLPX	-8.651	0.359
ENSG00000147400	CETN2	-5.110	0.359
ENSG00000172428	COPS9	-3.907	0.359
ENSG00000248527	MTATP6P1	-7.514	0.358
ENSG00000114346	ECT2	-4.500	0.358
ENSG00000120948	TARDBP	-10.498	0.358
ENSG00000088986	DYNLL1	-10.235	0.358
ENSG00000073712	FERMT2	-3.597	0.358
ENSG00000100664	EIF5	-9.387	0.356
ENSG00000147586	MRPS28	-2.300	0.355
ENSG00000135766	EGLN1	-5.247	0.355
ENSG00000147853	AK3	-9.402	0.355
ENSG00000170561	IRX2	-5.084	0.355
ENSG00000119328	FAM206A	-3.292	0.355
ENSG00000148719	DNAJB12	-9.136	0.354
ENSG00000085871	MGST2	-5.866	0.354
ENSG00000125877	ITPA	-8.543	0.353
ENSG00000137563	GGH	-5.014	0.353
ENSG00000171858	RPS21	-6.695	0.353
ENSG00000108439	PNPO	-3.613	0.353
ENSG00000197756	RPL37A	-7.508	0.353
ENSG00000087253	LPCAT2	-5.997	0.353
ENSG00000274523	RCC1L	-9.439	0.353
ENSG00000245694	CRNDE	-2.875	0.353
ENSG00000162623	TYW3	-6.911	0.353
ENSG00000225200	AB019441.29	-1.959	0.352
ENSG00000198727	MT-CYB	-5.778	0.352
ENSG00000120158	RCL1	-8.013	0.352
ENSG00000198918	RPL39	-7.756	0.352
ENSG00000132967	HMGB1P5	-1.855	0.352
ENSG00000132466	ANKRD17	-5.111	0.351
ENSG00000116711	PLA2G4A	-3.667	0.351
ENSG00000135018	UBQLN1	-9.885	0.351
ENSG00000142687	KIAA0319L	-5.537	0.351
ENSG00000100567	PSMA3	-7.508	0.351
ENSG00000137547	MRPL15	-9.292	0.350
ENSG00000101365	IDH3B	-10.663	0.350
ENSG00000142864	SERBP1	-11.396	0.350
ENSG00000005100	DHX33	-5.205	0.350
ENSG00000163902	RPN1	-12.496	0.349
ENSG00000104823	ECH1	-8.222	0.349
ENSG00000119723	COQ6	-3.127	0.349
ENSG00000166747	AP1G1	-7.913	0.349
ENSG00000010270	STARD3NL	-4.488	0.348
ENSG00000115368	WDR75	-6.511	0.348
ENSG00000168175	MAPK1IP1L	-6.317	0.348
ENSG00000115840	SLC25A12	-5.508	0.348
ENSG00000141429	GALNT1	-10.149	0.348
ENSG00000126698	DNAJC8	-8.885	0.347
ENSG00000176946	THAP4	-9.627	0.347
ENSG00000134352	IL6ST	-6.746	0.347
ENSG00000204220	PFDN6	-6.090	0.346
ENSG00000177370	TIMM22	-5.883	0.346
ENSG00000130204	TOMM40	-10.480	0.346
ENSG00000133104	SPG20	-8.823	0.346
ENSG00000147604	RPL7	-6.265	0.346
ENSG00000164465	DCBLD1	-5.145	0.346
ENSG00000116649	SRM	-9.580	0.346
ENSG00000010292	NCAPD2	-7.476	0.345
ENSG00000111726	CMAS	-5.391	0.345
ENSG00000173726	TOMM20	-11.674	0.345
ENSG00000145592	RPL37	-5.698	0.345
ENSG00000257923	CUX1	-7.903	0.345
ENSG00000162517	PEF1	-8.998	0.344
ENSG00000188010	MORN2	-1.955	0.344
ENSG00000140905	GCSH	-2.539	0.344
ENSG00000163170	BOLA3	-3.497	0.344
ENSG00000139178	C1RL	-3.718	0.344
ENSG00000163636	PSMD6	-10.507	0.343
ENSG00000167930	FAM234A	-4.050	0.343
ENSG00000154305	MIA3	-5.310	0.343
ENSG00000143815	LBR	-6.109	0.343
ENSG00000244398	RP11-466H18.1	-5.741	0.342
ENSG00000141510	TP53	-5.013	0.342
ENSG00000156709	AIFM1	-7.405	0.341
ENSG00000115364	MRPL19	-5.552	0.340
ENSG00000186283	TOR3A	-5.841	0.340
ENSG00000074582	BCS1L	-4.547	0.340
ENSG00000120942	UBIAD1	-6.768	0.340
ENSG00000187109	NAP1L1	-9.773	0.338
ENSG00000174173	TRMT10C	-5.881	0.338
ENSG00000120438	TCP1	-8.838	0.338
ENSG00000198728	LDB1	-8.562	0.338
ENSG00000094916	CBX5	-8.307	0.338
ENSG00000077097	TOP2B	-10.591	0.338
ENSG00000182810	DDX28	-3.964	0.338
ENSG00000162613	FUBP1	-11.510	0.338
ENSG00000165675	ENOX2	-2.745	0.337
ENSG00000072274	TFRC	-4.879	0.337
ENSG00000139180	NDUFA9	-4.909	0.337
ENSG00000090316	MAEA	-8.768	0.337
ENSG00000102317	RBM3	-6.786	0.337
ENSG00000118855	MFSD1	-4.386	0.337
ENSG00000137942	FNBP1L	-5.155	0.337
ENSG00000133028	SCO1	-7.242	0.336
ENSG00000138035	PNPT1	-4.704	0.335
ENSG00000126261	UBA2	-10.260	0.335
ENSG00000154723	ATP5J	-7.634	0.335
ENSG00000159199	ATP5G1	-5.125	0.335
ENSG00000163541	SUCLG1	-9.307	0.335
ENSG00000143643	TTC13	-2.763	0.335
ENSG00000124802	EEF1E1	-1.882	0.334
ENSG00000168476	REEP4	-5.993	0.334
ENSG00000104408	EIF3E	-6.244	0.333
ENSG00000196943	NOP9	-5.981	0.333
ENSG00000174744	BRMS1	-7.654	0.333
ENSG00000144713	RPL32	-6.963	0.332
ENSG00000101146	RAE1	-7.164	0.332
ENSG00000100211	CBY1	-3.215	0.332
ENSG00000111639	MRPL51	-8.191	0.332
ENSG00000068697	LAPTM4A	-8.230	0.332
ENSG00000099901	RANBP1	-8.717	0.332
ENSG00000112308	C6orf62	-10.044	0.332
ENSG00000134884	ARGLU1	-6.890	0.331
ENSG00000145982	FARS2	-4.120	0.331
ENSG00000112874	NUDT12	-2.806	0.331
ENSG00000102144	PGK1	-10.085	0.331
ENSG00000105127	AKAP8	-7.337	0.331
ENSG00000147669	POLR2K	-5.876	0.331
ENSG00000100266	PACSIN2	-8.641	0.330
ENSG00000107949	BCCIP	-8.511	0.330
ENSG00000253626	EIF5AL1	-2.092	0.330
ENSG00000168496	FEN1	-3.896	0.329
ENSG00000166164	BRD7	-7.943	0.329
ENSG00000126945	HNRNPH2	-7.055	0.329
ENSG00000165629	ATP5C1	-8.891	0.328
ENSG00000139842	CUL4A	-9.363	0.328
ENSG00000164051	CCDC51	-7.513	0.328
ENSG00000130177	CDC16	-9.608	0.328
ENSG00000150712	MTMR12	-2.915	0.328
ENSG00000135250	SRPK2	-9.196	0.328
ENSG00000114956	DGUOK	-7.843	0.328
ENSG00000101439	CST3	-5.677	0.327
ENSG00000110987	BCL7A	-2.902	0.327
ENSG00000120963	ZNF706	-7.931	0.326
ENSG00000229833	PET100	-2.847	0.326
ENSG00000132383	RPA1	-7.954	0.326
ENSG00000144224	UBXN4	-10.418	0.326
ENSG00000023572	GLRX2	-2.635	0.326
ENSG00000204237	OXLD1	-3.415	0.326
ENSG00000130545	CRB3	-1.772	0.326
ENSG00000005483	KMT2E	-6.571	0.326
ENSG00000173950	XXYLT1	-3.144	0.326
ENSG00000108604	SMARCD2	-8.017	0.326
ENSG00000112414	ADGRG6	-3.926	0.326
ENSG00000113048	MRPS27	-9.011	0.325
ENSG00000082515	MRPL22	-5.764	0.325
ENSG00000181481	RNF135	-4.883	0.325
ENSG00000009954	BAZ1B	-9.018	0.325
ENSG00000108528	SLC25A11	-8.449	0.325
ENSG00000155868	MED7	-2.400	0.325
ENSG00000107290	SETX	-4.675	0.325
ENSG00000197579	TOPORS	-4.042	0.324
ENSG00000036054	TBC1D23	-3.746	0.324
ENSG00000108179	PPIF	-8.327	0.324
ENSG00000115758	ODC1	-6.499	0.324
ENSG00000198793	MTOR	-5.455	0.324
ENSG00000137996	RTCA	-4.978	0.324
ENSG00000132475	H3F3B	-9.325	0.323
ENSG00000169062	UPF3A	-5.591	0.322
ENSG00000013275	PSMC4	-8.681	0.321
ENSG00000198874	TYW1	-4.103	0.321
ENSG00000108256	NUFIP2	-4.903	0.321
ENSG00000082898	XPO1	-5.841	0.321
ENSG00000111775	COX6A1	-6.413	0.320
ENSG00000164919	COX6C	-6.646	0.320
ENSG00000065548	ZC3H15	-7.675	0.320
ENSG00000137776	SLTM	-7.937	0.320
ENSG00000133687	TMTC1	-5.172	0.320
ENSG00000058063	ATP11B	-6.589	0.320
ENSG00000102763	VWA8	-4.959	0.320
ENSG00000131469	RPL27	-6.640	0.319
ENSG00000153975	ZUFSP	-1.629	0.319
ENSG00000167515	TRAPPC2L	-8.516	0.319
ENSG00000142676	RPL11	-6.944	0.319
ENSG00000186625	KATNA1	-3.611	0.319
ENSG00000171159	C9orf16	-2.129	0.318
ENSG00000143401	ANP32E	-5.372	0.318
ENSG00000185728	YTHDF3	-6.322	0.318
ENSG00000163807	KIAA1143	-5.578	0.318
ENSG00000106355	LSM5	-3.284	0.318
ENSG00000165283	STOML2	-7.627	0.317
ENSG00000171960	PPIH	-3.966	0.317
ENSG00000114767	RRP9	-7.609	0.317
ENSG00000101361	NOP56	-9.334	0.317
ENSG00000213326	RPS7P11	-2.943	0.317
ENSG00000176619	LMNB2	-4.381	0.317
ENSG00000212907	MT-ND4L	-5.333	0.317
ENSG00000171861	MRM3	-4.212	0.317
ENSG00000198355	PIM3	-4.090	0.317
ENSG00000103811	CTSH	-4.596	0.316
ENSG00000133773	CCDC59	-3.585	0.316
ENSG00000196531	NACA	-7.686	0.316
ENSG00000263266	RPS7P1	-5.986	0.316
ENSG00000170855	TRIAP1	-4.696	0.316
ENSG00000138614	VWA9	-6.211	0.315
ENSG00000088833	NSFL1C	-8.730	0.315
ENSG00000099795	NDUFB7	-5.583	0.315
ENSG00000148334	PTGES2	-5.629	0.315
ENSG00000163866	SMIM12	-5.042	0.315
ENSG00000206527	HACD2	-5.965	0.314
ENSG00000119705	SLIRP	-5.216	0.314
ENSG00000062485	CS	-9.672	0.314
ENSG00000123200	ZC3H13	-7.622	0.314
ENSG00000185414	MRPL30	-4.821	0.314
ENSG00000241837	ATP5O	-8.370	0.314
ENSG00000158941	CCAR2	-7.436	0.314
ENSG00000217241	CBX3P9	-1.586	0.314
ENSG00000240682	ISY1	-2.094	0.313
ENSG00000122786	CALD1	-9.103	0.313
ENSG00000104356	POP1	-8.048	0.313
ENSG00000139218	SCAF11	-7.240	0.313
ENSG00000115286	NDUFS7	-3.963	0.313
ENSG00000151093	OXSM	-2.422	0.312
ENSG00000246705	H2AFJ	-3.285	0.312
ENSG00000164587	RPS14	-5.264	0.311
ENSG00000181929	PRKAG1	-8.768	0.311
ENSG00000161980	POLR3K	-2.513	0.311
ENSG00000134453	RBM17	-6.170	0.310
ENSG00000137720	C11orf1	-3.145	0.310
ENSG00000092148	HECTD1	-5.313	0.310
ENSG00000063854	HAGH	-3.622	0.309
ENSG00000103260	METRN	-2.051	0.309
ENSG00000181991	MRPS11	-4.751	0.308
ENSG00000122642	FKBP9	-5.980	0.308
ENSG00000126453	BCL2L12	-3.236	0.308
ENSG00000184277	TM2D3	-2.123	0.308
ENSG00000108592	FTSJ3	-5.743	0.306
ENSG00000146425	DYNLT1	-7.105	0.306
ENSG00000139579	NABP2	-4.111	0.306
ENSG00000131368	MRPS25	-6.654	0.306
ENSG00000125944	HNRNPR	-8.700	0.305
ENSG00000089048	ESF1	-3.897	0.305
ENSG00000101084	C20orf24	-3.155	0.305
ENSG00000185896	LAMP1	-7.058	0.305
ENSG00000153140	CETN3	-1.832	0.305
ENSG00000143106	PSMA5	-7.040	0.305
ENSG00000105171	POP4	-5.789	0.304
ENSG00000171848	RRM2	-3.316	0.304
ENSG00000100564	PIGH	-2.535	0.303
ENSG00000124201	ZNFX1	-5.965	0.303
ENSG00000136527	TRA2B	-8.925	0.303
ENSG00000113845	TIMMDC1	-6.593	0.303
ENSG00000100316	RPL3	-6.853	0.303
ENSG00000105835	NAMPT	-6.422	0.302
ENSG00000224578	HNRNPA1P48	-2.186	0.302
ENSG00000180329	CCDC43	-4.077	0.301
ENSG00000121691	CAT	-6.510	0.301
ENSG00000156411	C14orf2	-6.501	0.300
ENSG00000233954	UQCRHL	-2.133	0.299
ENSG00000167258	CDK12	-5.750	0.299
ENSG00000018699	TTC27	-3.729	0.299
ENSG00000135775	COG2	-6.437	0.299
ENSG00000147684	NDUFB9	-6.747	0.299
ENSG00000169100	SLC25A6	-5.999	0.299
ENSG00000180211	RP1-278E11.3	-2.157	0.299
ENSG00000132361	CLUH	-3.986	0.298
ENSG00000104980	TIMM44	-7.830	0.298
ENSG00000152147	GEMIN6	-2.811	0.298
ENSG00000104164	BLOC1S6	-3.679	0.298
ENSG00000100591	AHSA1	-8.554	0.298
ENSG00000108064	TFAM	-4.352	0.298
ENSG00000137699	TRIM29	-8.806	0.297
ENSG00000139645	ANKRD52	-3.357	0.297
ENSG00000122692	SMU1	-6.243	0.297
ENSG00000189091	SF3B3	-8.178	0.297
ENSG00000116918	TSNAX	-4.940	0.297
ENSG00000233016	SNHG7	-3.789	0.296
ENSG00000113732	ATP6V0E1	-6.250	0.296
ENSG00000213699	SLC35F6	-3.121	0.296
ENSG00000189241	TSPYL1	-8.062	0.295
ENSG00000060656	PTPRU	-5.669	0.295
ENSG00000163032	VSNL1	-2.674	0.294
ENSG00000116754	SRSF11	-7.309	0.294
ENSG00000198860	TSEN15	-2.657	0.294
ENSG00000179041	RRS1	-7.971	0.294
ENSG00000178896	EXOSC4	-4.403	0.294
ENSG00000136631	VPS45	-4.450	0.294
ENSG00000107789	MINPP1	-2.138	0.294
ENSG00000170846	AC093323.3	-2.359	0.294
ENSG00000102096	PIM2	-1.854	0.294
ENSG00000075292	ZNF638	-5.497	0.294
ENSG00000105402	NAPA	-5.758	0.294
ENSG00000135776	ABCB10	-5.255	0.293
ENSG00000145868	FBXO38	-5.536	0.293
ENSG00000083896	YTHDC1	-6.742	0.293
ENSG00000164105	SAP30	-2.154	0.293
ENSG00000099622	CIRBP	-4.782	0.292
ENSG00000048162	NOP16	-6.811	0.292
ENSG00000117751	PPP1R8	-6.338	0.291
ENSG00000167699	GLOD4	-7.211	0.291
ENSG00000100364	KIAA0930	-8.325	0.291
ENSG00000155380	SLC16A1	-6.306	0.291
ENSG00000181555	SETD2	-4.915	0.291
ENSG00000055211	GINM1	-2.486	0.290
ENSG00000239672	NME1	-6.008	0.290
ENSG00000146731	CCT6A	-8.541	0.290
ENSG00000175198	PCCA	-3.426	0.290
ENSG00000131778	CHD1L	-6.691	0.289
ENSG00000196199	MPHOSPH8	-4.847	0.289
ENSG00000102393	GLA	-3.661	0.289
ENSG00000179632	MAF1	-7.528	0.289
ENSG00000163565	IFI16	-5.822	0.288
ENSG00000175203	DCTN2	-7.925	0.288
ENSG00000167112	TRUB2	-6.884	0.288
ENSG00000104886	PLEKHJ1	-5.338	0.288
ENSG00000084073	ZMPSTE24	-4.464	0.287
ENSG00000170906	NDUFA3	-3.759	0.287
ENSG00000057757	PITHD1	-5.121	0.287
ENSG00000066654	THUMPD1	-3.180	0.287
ENSG00000111678	C12orf57	-3.513	0.287
ENSG00000214485	RPL7P1	-5.783	0.287
ENSG00000196683	TOMM7	-5.165	0.286
ENSG00000198677	TTC37	-5.452	0.286
ENSG00000148187	MRRF	-7.321	0.285
ENSG00000120686	UFM1	-4.297	0.285
ENSG00000079246	XRCC5	-8.266	0.285
ENSG00000171298	GAA	-3.294	0.285
ENSG00000127589	TUBBP1	-1.598	0.285
ENSG00000132507	EIF5A	-7.900	0.285
ENSG00000152556	PFKM	-8.152	0.284
ENSG00000196419	XRCC6	-7.488	0.284
ENSG00000189376	C8orf76	-1.728	0.284
ENSG00000134186	PRPF38B	-6.473	0.284
ENSG00000134899	ERCC5	-2.958	0.284
ENSG00000122873	CISD1	-3.244	0.283
ENSG00000112290	WASF1	-3.951	0.283
ENSG00000115816	CEBPZ	-5.338	0.283
ENSG00000169567	HINT1	-5.405	0.283
ENSG00000066583	ISOC1	-2.060	0.282
ENSG00000126602	TRAP1	-6.754	0.282
ENSG00000124383	MPHOSPH10	-3.854	0.282
ENSG00000165389	SPTSSA	-3.683	0.282
ENSG00000197021	CXorf40B	-2.536	0.281
ENSG00000241973	PI4KA	-2.935	0.281
ENSG00000101343	CRNKL1	-4.880	0.281
ENSG00000233476	EEF1A1P6	-2.979	0.281
